PRODUCT,WEEKNO,MONTHNO,REGION,ORDERQTY
70,54,13,1,3
70,55,13,1,10
70,56,13,1,26
70,57,14,1,29
70,58,14,1,13
70,59,14,1,3
70,61,14,1,1
70,63,15,1,16
70,64,15,1,15
70,65,15,1,14
70,66,16,1,31
70,67,16,1,5
70,68,16,1,13
70,69,16,1,23
70,70,17,1,18
70,71,17,1,11
70,72,17,1,9
70,73,17,1,40
70,74,17,1,18
70,75,18,1,23
70,76,18,1,8
70,77,18,1,19
70,78,18,1,16
70,79,19,1,17
70,80,19,1,37
70,81,19,1,59
70,87,20,1,1
70,88,21,1,1
70,89,21,1,4
70,1,1,2,1
70,3,1,2,3
70,7,2,2,2
70,8,2,2,4
70,9,2,2,1
70,10,3,2,33
70,11,3,2,3
70,12,3,2,1
70,13,3,2,102
70,14,4,2,3
70,16,4,2,10
70,17,4,2,4
70,18,5,2,3
70,19,5,2,2
70,20,5,2,9
70,21,5,2,6
70,22,5,2,1
70,23,6,2,162
70,24,6,2,4
70,25,6,2,10
70,26,6,2,4
70,27,7,2,5
70,28,7,2,1
70,30,7,2,68
70,31,8,2,17
70,32,8,2,11
70,33,8,2,7
70,34,8,2,85
70,35,8,2,9
70,36,9,2,22
70,37,9,2,18
70,38,9,2,4
70,39,9,2,13
70,40,10,2,6
70,41,10,2,3
70,42,10,2,8
70,43,10,2,293
70,44,11,2,12
70,45,11,2,2
70,46,11,2,18
70,47,11,2,36
70,48,11,2,6
70,49,12,2,7
70,50,12,2,20
70,51,12,2,26
70,52,12,2,1
70,53,13,2,30
70,54,13,2,1
70,55,13,2,33
70,57,14,2,8
70,58,14,2,4
70,59,14,2,6
70,60,14,2,1
70,61,14,2,5
70,62,15,2,1
70,63,15,2,12
70,64,15,2,6
70,65,15,2,93
70,66,16,2,1
70,67,16,2,32
70,68,16,2,4
70,69,16,2,2
70,70,17,2,5
70,71,17,2,10
70,72,17,2,6
70,73,17,2,1
70,74,17,2,15
70,75,18,2,32
70,76,18,2,40
70,77,18,2,16
70,78,18,2,11
70,79,19,2,13
70,80,19,2,12
70,81,19,2,57
70,83,20,2,3
70,87,20,2,2
70,89,21,2,13
70,90,21,2,31
70,1,1,3,5
70,2,1,3,79
70,3,1,3,147
70,4,2,3,2
70,5,2,3,228
70,6,2,3,185
70,7,2,3,212
70,8,2,3,3
70,9,2,3,270
70,10,3,3,378
70,11,3,3,58
70,12,3,3,9
70,13,3,3,7
70,14,4,3,20
70,15,4,3,9
70,16,4,3,8
70,17,4,3,53
70,18,5,3,83
70,19,5,3,27
70,20,5,3,26
70,21,5,3,38
70,22,5,3,20
70,23,6,3,46
70,24,6,3,30
70,25,6,3,15
70,26,6,3,160
70,27,7,3,31
70,28,7,3,17
70,29,7,3,60
70,30,7,3,88
70,31,8,3,42
70,32,8,3,35
70,33,8,3,55
70,34,8,3,72
70,35,8,3,92
70,36,9,3,50
70,37,9,3,73
70,38,9,3,55
70,39,9,3,47
70,40,10,3,26
70,41,10,3,78
70,42,10,3,75
70,43,10,3,34
70,44,11,3,24
70,45,11,3,44
70,46,11,3,73
70,47,11,3,99
70,48,11,3,34
70,49,12,3,56
70,50,12,3,78
70,51,12,3,32
70,52,12,3,29
70,53,13,3,45
70,54,13,3,29
70,55,13,3,32
70,56,13,3,46
70,57,14,3,31
70,58,14,3,82
70,59,14,3,75
70,60,14,3,11
70,61,14,3,610
70,62,15,3,2
70,63,15,3,73
70,64,15,3,2
70,65,15,3,220
70,66,16,3,88
70,67,16,3,49
70,68,16,3,85
70,69,16,3,357
70,70,17,3,201
70,71,17,3,223
70,72,17,3,58
70,73,17,3,56
70,74,17,3,132
70,75,18,3,60
70,76,18,3,191
70,77,18,3,58
70,78,18,3,46
70,79,19,3,59
70,80,19,3,68
70,81,19,3,145
70,82,19,3,58
70,83,20,3,14
70,85,20,3,39
70,86,20,3,214
70,87,20,3,58
70,88,21,3,62
70,89,21,3,159
70,90,21,3,22
70,1,1,4,5
70,2,1,4,1
70,3,1,4,11
70,4,2,4,2
70,6,2,4,10
70,7,2,4,5
70,8,2,4,4
70,9,2,4,3
70,10,3,4,76
70,11,3,4,8
70,12,3,4,6
70,13,3,4,16
70,14,4,4,14
70,15,4,4,134
70,16,4,4,56
70,17,4,4,19
70,18,5,4,8
70,19,5,4,8
70,20,5,4,21
70,21,5,4,51
70,22,5,4,5
70,23,6,4,23
70,24,6,4,16
70,25,6,4,20
70,26,6,4,24
70,27,7,4,37
70,28,7,4,7
70,29,7,4,24
70,30,7,4,176
70,31,8,4,23
70,32,8,4,31
70,33,8,4,47
70,34,8,4,33
70,35,8,4,14
70,36,9,4,4
70,37,9,4,32
70,38,9,4,25
70,39,9,4,29
70,40,10,4,15
70,41,10,4,11
70,42,10,4,4
70,43,10,4,20
70,44,11,4,20
70,45,11,4,11
70,46,11,4,24
70,47,11,4,73
70,48,11,4,8
70,49,12,4,19
70,50,12,4,29
70,51,12,4,22
70,52,12,4,19
70,53,13,4,1
70,54,13,4,3
70,55,13,4,6
70,56,13,4,6
70,57,14,4,30
70,58,14,4,19
70,59,14,4,46
70,61,14,4,18
70,62,15,4,2
70,63,15,4,34
70,64,15,4,36
70,65,15,4,16
70,66,16,4,30
70,67,16,4,33
70,68,16,4,37
70,69,16,4,10
70,70,17,4,60
70,71,17,4,8
70,72,17,4,13
70,73,17,4,21
70,74,17,4,19
70,75,18,4,70
70,76,18,4,84
70,77,18,4,53
70,78,18,4,21
70,79,19,4,19
70,80,19,4,102
70,81,19,4,27
70,82,19,4,4
70,83,20,4,1
70,85,20,4,2
70,86,20,4,3
70,87,20,4,9
70,88,21,4,3
70,89,21,4,59
70,90,21,4,25
71,1,1,1,76
71,2,1,1,10
71,7,2,1,1
71,8,2,1,29
71,10,3,1,5
71,11,3,1,7
71,12,3,1,3
71,13,3,1,5
71,14,4,1,1
71,15,4,1,15
71,16,4,1,1
71,17,4,1,49
71,18,5,1,53
71,19,5,1,2
71,20,5,1,8
71,21,5,1,9
71,22,5,1,10
71,23,6,1,12
71,24,6,1,3
71,26,6,1,3
71,30,7,1,30
71,31,8,1,1
71,32,8,1,14
71,33,8,1,55
71,34,8,1,19
71,35,8,1,21
71,36,9,1,12
71,37,9,1,10
71,38,9,1,4
71,39,9,1,11
71,40,10,1,7
71,41,10,1,86
71,42,10,1,10
71,43,10,1,26
71,44,11,1,8
71,45,11,1,16
71,46,11,1,51
71,47,11,1,6
71,48,11,1,27
71,49,12,1,25
71,50,12,1,4
71,51,12,1,29
71,52,12,1,11
71,53,13,1,71
71,54,13,1,4
71,55,13,1,89
71,56,13,1,13
71,57,14,1,56
71,58,14,1,5
71,59,14,1,18
71,60,14,1,76
71,61,14,1,1
71,62,15,1,1
71,63,15,1,17
71,64,15,1,42
71,65,15,1,5
71,66,16,1,3
71,67,16,1,5
71,68,16,1,21
71,69,16,1,16
71,70,17,1,34
71,71,17,1,48
71,72,17,1,5
71,73,17,1,26
71,74,17,1,36
71,75,18,1,61
71,76,18,1,42
71,77,18,1,11
71,78,18,1,305
71,79,19,1,6
71,82,19,1,10
71,83,20,1,65
71,84,20,1,9
71,85,20,1,6
71,86,20,1,143
71,87,20,1,75
71,88,21,1,25
71,89,21,1,92
71,90,21,1,29
71,1,1,2,3
71,8,2,2,7
71,10,3,2,10
71,12,3,2,2
71,13,3,2,11
71,14,4,2,6
71,15,4,2,13
71,17,4,2,31
71,18,5,2,3
71,19,5,2,20
71,20,5,2,3
71,21,5,2,2
71,22,5,2,6
71,23,6,2,7
71,24,6,2,3
71,25,6,2,4
71,26,6,2,6
71,30,7,2,3
71,31,8,2,1
71,32,8,2,2
71,33,8,2,9
71,34,8,2,1
71,35,8,2,9
71,36,9,2,7
71,37,9,2,1
71,38,9,2,1
71,39,9,2,15
71,40,10,2,6
71,41,10,2,6
71,42,10,2,21
71,43,10,2,6
71,44,11,2,28
71,45,11,2,1
71,46,11,2,11
71,47,11,2,3
71,48,11,2,6
71,49,12,2,1
71,51,12,2,50
71,52,12,2,5
71,53,13,2,11
71,54,13,2,11
71,55,13,2,8
71,56,13,2,2
71,57,14,2,10
71,58,14,2,3
71,59,14,2,10
71,60,14,2,6
71,61,14,2,5
71,62,15,2,41
71,63,15,2,5
71,64,15,2,2
71,65,15,2,1
71,67,16,2,12
71,68,16,2,19
71,69,16,2,16
71,70,17,2,3
71,71,17,2,10
71,72,17,2,12
71,73,17,2,8
71,74,17,2,5
71,75,18,2,27
71,76,18,2,5
71,77,18,2,34
71,78,18,2,8
71,82,19,2,17
71,83,20,2,3
71,84,20,2,24
71,85,20,2,1
71,86,20,2,24
71,87,20,2,13
71,88,21,2,7
71,89,21,2,34
71,90,21,2,7
71,1,1,3,471
71,2,1,3,10
71,8,2,3,833
71,9,2,3,783
71,10,3,3,6
71,11,3,3,81
71,12,3,3,2
71,13,3,3,3
71,14,4,3,12
71,16,4,3,18
71,17,4,3,132
71,18,5,3,83
71,19,5,3,10
71,20,5,3,20
71,21,5,3,260
71,22,5,3,112
71,23,6,3,36
71,24,6,3,7
71,25,6,3,65
71,26,6,3,139
71,27,7,3,1
71,28,7,3,58
71,29,7,3,28
71,30,7,3,389
71,31,8,3,68
71,32,8,3,51
71,33,8,3,32
71,34,8,3,1
71,35,8,3,3
71,36,9,3,32
71,37,9,3,30
71,38,9,3,127
71,39,9,3,24
71,40,10,3,59
71,41,10,3,3
71,42,10,3,49
71,43,10,3,56
71,44,11,3,37
71,45,11,3,22
71,46,11,3,25
71,47,11,3,38
71,48,11,3,46
71,49,12,3,93
71,50,12,3,14
71,51,12,3,3
71,52,12,3,60
71,53,13,3,64
71,54,13,3,26
71,55,13,3,93
71,56,13,3,6
71,57,14,3,93
71,58,14,3,15
71,59,14,3,10
71,60,14,3,73
71,61,14,3,238
71,62,15,3,8
71,63,15,3,15
71,64,15,3,135
71,65,15,3,38
71,66,16,3,46
71,67,16,3,103
71,68,16,3,12
71,69,16,3,153
71,70,17,3,7
71,71,17,3,79
71,72,17,3,1
71,73,17,3,104
71,74,17,3,89
71,75,18,3,68
71,76,18,3,214
71,77,18,3,50
71,78,18,3,93
71,80,19,3,605
71,82,19,3,23
71,83,20,3,250
71,84,20,3,13
71,85,20,3,18
71,86,20,3,102
71,87,20,3,13
71,88,21,3,2
71,89,21,3,27
71,90,21,3,8
71,1,1,4,11
71,2,1,4,1
71,3,1,4,1
71,8,2,4,11
71,9,2,4,24
71,10,3,4,7
71,11,3,4,3
71,12,3,4,208
71,13,3,4,74
71,14,4,4,10
71,15,4,4,29
71,16,4,4,30
71,17,4,4,4
71,18,5,4,40
71,19,5,4,13
71,20,5,4,18
71,21,5,4,60
71,22,5,4,72
71,23,6,4,37
71,24,6,4,88
71,25,6,4,30
71,26,6,4,39
71,27,7,4,20
71,30,7,4,48
71,31,8,4,1
71,32,8,4,46
71,33,8,4,4
71,34,8,4,33
71,35,8,4,24
71,36,9,4,17
71,37,9,4,63
71,38,9,4,58
71,39,9,4,13
71,40,10,4,64
71,41,10,4,25
71,42,10,4,43
71,43,10,4,44
71,44,11,4,915
71,45,11,4,50
71,46,11,4,30
71,47,11,4,35
71,48,11,4,4
71,49,12,4,15
71,50,12,4,27
71,51,12,4,57
71,52,12,4,132
71,53,13,4,17
71,54,13,4,42
71,55,13,4,39
71,56,13,4,5
71,57,14,4,24
71,58,14,4,28
71,59,14,4,16
71,60,14,4,5
71,61,14,4,206
71,62,15,4,30
71,63,15,4,23
71,64,15,4,61
71,65,15,4,165
71,66,16,4,114
71,67,16,4,113
71,68,16,4,33
71,69,16,4,50
71,70,17,4,15
71,71,17,4,82
71,72,17,4,8
71,73,17,4,29
71,74,17,4,8
71,75,18,4,81
71,76,18,4,45
71,77,18,4,33
71,78,18,4,12
71,79,19,4,1
71,80,19,4,34
71,82,19,4,16
71,83,20,4,37
71,84,20,4,21
71,85,20,4,46
71,86,20,4,23
71,87,20,4,11
71,88,21,4,6
71,89,21,4,15
71,90,21,4,31
72,1,1,1,98
72,2,1,1,115
72,3,1,1,16
72,4,2,1,17
72,5,2,1,1
72,6,2,1,8
72,7,2,1,13
72,8,2,1,5
72,9,2,1,4
72,13,3,1,1
72,14,4,1,102
72,15,4,1,142
72,16,4,1,1
72,17,4,1,8
72,19,5,1,6
72,20,5,1,214
72,23,6,1,58
72,24,6,1,9
72,25,6,1,9
72,26,6,1,9
72,27,7,1,8
72,28,7,1,36
72,29,7,1,19
72,30,7,1,18
72,31,8,1,8
72,32,8,1,11
72,33,8,1,25
72,34,8,1,17
72,35,8,1,25
72,36,9,1,85
72,37,9,1,6
72,38,9,1,6
72,39,9,1,41
72,40,10,1,532
72,41,10,1,5
72,42,10,1,10
72,43,10,1,10
72,44,11,1,14
72,45,11,1,3
72,46,11,1,4
72,47,11,1,40
72,48,11,1,26
72,49,12,1,246
72,50,12,1,19
72,51,12,1,9
72,52,12,1,29
72,53,13,1,37
72,54,13,1,39
72,55,13,1,1
72,58,14,1,114
72,59,14,1,538
72,60,14,1,7
72,61,14,1,5
72,62,15,1,7
72,63,15,1,7
72,64,15,1,555
72,65,15,1,16
72,66,16,1,15
72,67,16,1,22
72,68,16,1,32
72,69,16,1,23
72,70,17,1,41
72,71,17,1,2
72,75,18,1,14
72,76,18,1,12
72,79,19,1,1
72,81,19,1,737
72,82,19,1,27
72,83,20,1,14
72,84,20,1,1
72,85,20,1,10
72,86,20,1,10
72,87,20,1,7
72,88,21,1,15
72,89,21,1,14
72,90,21,1,8
72,91,21,1,7
72,92,22,1,30
72,93,22,1,57
72,94,22,1,13
72,95,22,1,12
72,96,23,1,17
72,97,23,1,1
72,98,23,1,3
72,99,23,1,34
72,104,24,1,28
72,105,25,1,5
72,1,1,2,24
72,2,1,2,29
72,3,1,2,8
72,4,2,2,3
72,5,2,2,4
72,6,2,2,9
72,7,2,2,38
72,8,2,2,6
72,9,2,2,9
72,11,3,2,6
72,14,4,2,24
72,15,4,2,6
72,16,4,2,160
72,17,4,2,1
72,19,5,2,7
72,20,5,2,565
72,22,5,2,3
72,23,6,2,12
72,24,6,2,125
72,25,6,2,15
72,26,6,2,20
72,27,7,2,55
72,28,7,2,7
72,29,7,2,21
72,30,7,2,12
72,31,8,2,272
72,32,8,2,40
72,33,8,2,39
72,34,8,2,152
72,35,8,2,53
72,36,9,2,34
72,37,9,2,8
72,38,9,2,10
72,39,9,2,8
72,40,10,2,51
72,41,10,2,28
72,42,10,2,38
72,43,10,2,148
72,44,11,2,118
72,45,11,2,9
72,46,11,2,22
72,47,11,2,16
72,48,11,2,22
72,49,12,2,37
72,50,12,2,21
72,51,12,2,18
72,52,12,2,71
72,53,13,2,98
72,54,13,2,23
72,55,13,2,92
72,56,13,2,413
72,57,14,2,412
72,58,14,2,237
72,59,14,2,17
72,60,14,2,4
72,61,14,2,16
72,62,15,2,22
72,63,15,2,124
72,64,15,2,13
72,65,15,2,21
72,66,16,2,19
72,67,16,2,48
72,68,16,2,43
72,69,16,2,78
72,70,17,2,42
72,71,17,2,2
72,72,17,2,1
72,77,18,2,2
72,81,19,2,192
72,82,19,2,33
72,83,20,2,33
72,84,20,2,8
72,85,20,2,12
72,86,20,2,10
72,87,20,2,8
72,88,21,2,19
72,89,21,2,267
72,90,21,2,25
72,91,21,2,19
72,92,22,2,6
72,93,22,2,3
72,94,22,2,6
72,95,22,2,306
72,96,23,2,32
72,99,23,2,39
72,103,24,2,10
72,104,24,2,1178
72,105,25,2,352
72,1,1,3,284
72,2,1,3,431
72,3,1,3,74
72,4,2,3,42
72,5,2,3,4
72,6,2,3,32
72,7,2,3,40
72,8,2,3,12
72,9,2,3,90
72,10,3,3,1
72,11,3,3,1
72,12,3,3,1
72,13,3,3,2
72,14,4,3,190
72,15,4,3,564
72,16,4,3,15
72,17,4,3,4
72,18,5,3,1
72,19,5,3,28
72,20,5,3,125
72,21,5,3,100
72,23,6,3,32
72,24,6,3,32
72,25,6,3,8
72,26,6,3,56
72,27,7,3,50
72,28,7,3,46
72,29,7,3,521
72,30,7,3,46
72,31,8,3,33
72,32,8,3,37
72,33,8,3,53
72,34,8,3,50
72,35,8,3,29
72,36,9,3,71
72,37,9,3,38
72,38,9,3,46
72,39,9,3,46
72,40,10,3,93
72,41,10,3,31
72,42,10,3,117
72,43,10,3,40
72,44,11,3,21
72,45,11,3,14
72,46,11,3,62
72,47,11,3,24
72,48,11,3,88
72,49,12,3,76
72,50,12,3,34
72,51,12,3,53
72,52,12,3,101
72,53,13,3,172
72,54,13,3,75
72,55,13,3,4
72,57,14,3,40
72,58,14,3,129
72,59,14,3,128
72,60,14,3,94
72,61,14,3,16
72,62,15,3,58
72,63,15,3,81
72,64,15,3,188
72,65,15,3,52
72,66,16,3,24
72,67,16,3,35
72,68,16,3,161
72,69,16,3,137
72,70,17,3,58
72,71,17,3,4
72,72,17,3,17
72,74,17,3,1
72,75,18,3,9
72,77,18,3,1
72,81,19,3,861
72,82,19,3,565
72,83,20,3,47
72,84,20,3,31
72,85,20,3,64
72,86,20,3,14
72,87,20,3,168
72,88,21,3,39
72,89,21,3,117
72,90,21,3,77
72,91,21,3,22
72,92,22,3,30
72,93,22,3,420
72,94,22,3,84
72,95,22,3,24
72,96,23,3,95
72,97,23,3,73
72,98,23,3,136
72,99,23,3,76
72,101,24,3,25
72,104,24,3,176
72,105,25,3,133
72,1,1,4,69
72,2,1,4,13
72,3,1,4,16
72,4,2,4,15
72,5,2,4,6
72,6,2,4,264
72,7,2,4,27
72,8,2,4,12
72,9,2,4,4
72,11,3,4,24
72,13,3,4,1
72,14,4,4,55
72,15,4,4,55
72,16,4,4,13
72,17,4,4,3
72,18,5,4,51
72,19,5,4,15
72,20,5,4,57
72,21,5,4,1
72,22,5,4,6
72,23,6,4,41
72,24,6,4,33
72,25,6,4,28
72,26,6,4,35
72,27,7,4,38
72,28,7,4,20
72,29,7,4,32
72,30,7,4,15
72,31,8,4,46
72,32,8,4,117
72,33,8,4,552
72,34,8,4,37
72,35,8,4,61
72,36,9,4,11
72,37,9,4,58
72,38,9,4,116
72,39,9,4,96
72,40,10,4,30
72,41,10,4,27
72,42,10,4,62
72,43,10,4,63
72,44,11,4,103
72,45,11,4,38
72,46,11,4,68
72,47,11,4,52
72,48,11,4,69
72,49,12,4,18
72,50,12,4,2013
72,51,12,4,67
72,52,12,4,38
72,53,13,4,57
72,54,13,4,68
72,55,13,4,613
72,56,13,4,48
72,58,14,4,631
72,59,14,4,25
72,60,14,4,89
72,61,14,4,50
72,62,15,4,33
72,63,15,4,41
72,64,15,4,34
72,65,15,4,58
72,66,16,4,27
72,67,16,4,50
72,68,16,4,56
72,69,16,4,63
72,70,17,4,103
72,71,17,4,80
72,72,17,4,1
72,73,17,4,59
72,78,18,4,1
72,81,19,4,429
72,82,19,4,94
72,83,20,4,37
72,84,20,4,7
72,85,20,4,66
72,86,20,4,743
72,87,20,4,97
72,88,21,4,18
72,89,21,4,26
72,90,21,4,38
72,91,21,4,17
72,92,22,4,94
72,93,22,4,18
72,94,22,4,17
72,95,22,4,343
72,96,23,4,32
72,98,23,4,68
72,99,23,4,11
72,104,24,4,14
72,105,25,4,28
73,2,1,1,5
73,3,1,1,24
73,4,2,1,2
73,11,3,1,44
73,14,4,1,61
73,15,4,1,85
73,16,4,1,3
73,18,5,1,5
73,19,5,1,12
73,20,5,1,37
73,21,5,1,6
73,22,5,1,535
73,23,6,1,6
73,24,6,1,13
73,25,6,1,15
73,26,6,1,618
73,27,7,1,6
73,28,7,1,35
73,29,7,1,5
73,30,7,1,2
73,31,8,1,1
73,32,8,1,4
73,33,8,1,10
73,34,8,1,1213
73,35,8,1,393
73,36,9,1,10
73,37,9,1,3
73,38,9,1,14
73,39,9,1,3
73,40,10,1,5
73,41,10,1,11
73,42,10,1,6
73,43,10,1,607
73,44,11,1,605
73,45,11,1,12
73,46,11,1,9
73,47,11,1,12
73,48,11,1,14
73,49,12,1,14
73,50,12,1,7
73,51,12,1,506
73,52,12,1,683
73,53,13,1,6
73,54,13,1,1458
73,55,13,1,14
73,56,13,1,12
73,57,14,1,5
73,58,14,1,3
73,59,14,1,17
73,61,14,1,2
73,62,15,1,8
73,63,15,1,12
73,64,15,1,4
73,65,15,1,15
73,66,16,1,1082
73,67,16,1,6
73,68,16,1,2
73,75,18,1,1
73,79,19,1,9
73,80,19,1,52
73,81,19,1,50
73,82,19,1,49
73,83,20,1,10
73,84,20,1,25
73,85,20,1,20
73,86,20,1,10
73,87,20,1,8
73,89,21,1,43
73,90,21,1,10
73,91,21,1,9
73,92,22,1,7
73,93,22,1,3
73,94,22,1,3
73,95,22,1,2
73,96,23,1,11
73,97,23,1,5
73,98,23,1,7
73,99,23,1,1
73,100,23,1,6
73,101,24,1,10
73,102,24,1,6
73,103,24,1,3
73,104,24,1,6
73,105,25,1,3
73,14,4,2,11
73,15,4,2,31
73,16,4,2,4
73,17,4,2,11
73,18,5,2,5
73,19,5,2,1
73,20,5,2,6
73,21,5,2,7
73,22,5,2,6
73,23,6,2,6
73,24,6,2,1
73,25,6,2,12
73,26,6,2,1
73,27,7,2,6
73,28,7,2,7
73,29,7,2,6
73,30,7,2,4
73,31,8,2,4
73,32,8,2,19
73,33,8,2,22
73,34,8,2,29
73,35,8,2,6
73,36,9,2,4
73,37,9,2,10
73,38,9,2,6
73,39,9,2,4
73,40,10,2,4
73,41,10,2,8
73,42,10,2,5
73,43,10,2,8
73,44,11,2,8
73,46,11,2,2
73,47,11,2,1
73,48,11,2,10
73,49,12,2,4
73,50,12,2,2
73,51,12,2,2
73,52,12,2,3
73,53,13,2,6
73,54,13,2,2
73,55,13,2,11
73,56,13,2,5
73,57,14,2,6
73,58,14,2,5
73,59,14,2,1
73,60,14,2,2
73,61,14,2,7
73,62,15,2,13
73,63,15,2,23
73,64,15,2,5
73,65,15,2,56
73,66,16,2,4
73,67,16,2,3
73,68,16,2,19
73,71,17,2,1
73,79,19,2,7
73,80,19,2,39
73,81,19,2,57
73,82,19,2,21
73,83,20,2,6
73,84,20,2,4
73,85,20,2,6
73,86,20,2,4
73,87,20,2,13
73,88,21,2,4
73,89,21,2,10
73,90,21,2,1
73,91,21,2,3
73,92,22,2,7
73,93,22,2,16
73,94,22,2,4
73,95,22,2,8
73,97,23,2,25
73,98,23,2,7
73,99,23,2,4
73,100,23,2,24
73,101,24,2,13
73,102,24,2,3
73,103,24,2,5
73,104,24,2,2
73,105,25,2,3
73,1,1,3,17
73,3,1,3,25
73,4,2,3,1
73,10,3,3,2
73,11,3,3,2
73,12,3,3,150
73,14,4,3,112
73,15,4,3,684
73,16,4,3,37
73,17,4,3,5
73,18,5,3,86
73,19,5,3,81
73,20,5,3,157
73,21,5,3,6
73,22,5,3,64
73,23,6,3,74
73,24,6,3,19
73,25,6,3,64
73,26,6,3,149
73,27,7,3,45
73,28,7,3,52
73,29,7,3,259
73,30,7,3,1088
73,31,8,3,60
73,32,8,3,56
73,33,8,3,227
73,34,8,3,453
73,35,8,3,60
73,36,9,3,52
73,37,9,3,44
73,38,9,3,708
73,39,9,3,154
73,40,10,3,283
73,41,10,3,104
73,42,10,3,69
73,43,10,3,60
73,44,11,3,42
73,45,11,3,48
73,46,11,3,34
73,47,11,3,622
73,48,11,3,38
73,49,12,3,50
73,50,12,3,389
73,51,12,3,24
73,52,12,3,671
73,53,13,3,70
73,54,13,3,341
73,55,13,3,791
73,56,13,3,77
73,57,14,3,43
73,58,14,3,144
73,59,14,3,80
73,60,14,3,32
73,61,14,3,28
73,62,15,3,64
73,63,15,3,49
73,64,15,3,52
73,65,15,3,93
73,66,16,3,168
73,67,16,3,485
73,68,16,3,1249
73,69,16,3,225
73,70,17,3,27
73,71,17,3,15
73,72,17,3,89
73,74,17,3,4
73,77,18,3,3
73,78,18,3,6
73,79,19,3,375
73,80,19,3,177
73,81,19,3,422
73,82,19,3,168
73,83,20,3,73
73,84,20,3,70
73,85,20,3,47
73,86,20,3,103
73,87,20,3,89
73,88,21,3,68
73,89,21,3,31
73,90,21,3,19
73,91,21,3,24
73,92,22,3,47
73,93,22,3,77
73,94,22,3,21
73,95,22,3,35
73,96,23,3,52
73,97,23,3,21
73,98,23,3,37
73,99,23,3,57
73,100,23,3,51
73,101,24,3,48
73,102,24,3,41
73,103,24,3,59
73,104,24,3,827
73,105,25,3,18
73,1,1,4,14
73,2,1,4,24
73,7,2,4,4540
73,9,2,4,5
73,10,3,4,2
73,11,3,4,28
73,12,3,4,4152
73,13,3,4,52
73,14,4,4,176
73,15,4,4,3133
73,16,4,4,27
73,17,4,4,15
73,18,5,4,30
73,19,5,4,28
73,20,5,4,15
73,21,5,4,6
73,22,5,4,21
73,23,6,4,22
73,24,6,4,16
73,25,6,4,17
73,26,6,4,114
73,27,7,4,62
73,28,7,4,13
73,29,7,4,222
73,30,7,4,106
73,31,8,4,8
73,32,8,4,21
73,33,8,4,58
73,34,8,4,18
73,35,8,4,172
73,36,9,4,35
73,37,9,4,42
73,38,9,4,89
73,39,9,4,37
73,40,10,4,30
73,41,10,4,26
73,42,10,4,18
73,43,10,4,53
73,44,11,4,364
73,45,11,4,9
73,46,11,4,19
73,47,11,4,50
73,48,11,4,7
73,49,12,4,11
73,50,12,4,15
73,51,12,4,5
73,52,12,4,6
73,53,13,4,21
73,54,13,4,24
73,55,13,4,43
73,56,13,4,62
73,57,14,4,36
73,58,14,4,45
73,59,14,4,46
73,60,14,4,27
73,61,14,4,308
73,62,15,4,38
73,63,15,4,9
73,64,15,4,107
73,65,15,4,269
73,66,16,4,31
73,67,16,4,12
73,68,16,4,4
73,69,16,4,7
73,70,17,4,1
73,73,17,4,3
73,75,18,4,10
73,77,18,4,6
73,79,19,4,123
73,80,19,4,234
73,81,19,4,94
73,82,19,4,73
73,83,20,4,86
73,84,20,4,8
73,85,20,4,76
73,86,20,4,31
73,87,20,4,25
73,88,21,4,8
73,89,21,4,6
73,90,21,4,10
73,91,21,4,9
73,92,22,4,3
73,93,22,4,20
73,94,22,4,7
73,95,22,4,17
73,96,23,4,151
73,97,23,4,4
73,98,23,4,19
73,99,23,4,67
73,100,23,4,42
73,101,24,4,261
73,102,24,4,71
73,103,24,4,5
73,104,24,4,74
73,105,25,4,3
74,21,5,1,1
74,27,7,1,1
74,34,8,1,1
74,35,8,1,1
74,44,11,1,7
74,45,11,1,1
74,47,11,1,1
74,48,11,1,1
74,51,12,1,17
74,52,12,1,1
74,53,13,1,6
74,58,14,1,10
74,59,14,1,1
74,65,15,1,10
74,69,16,1,10
74,71,17,1,1
74,73,17,1,1
74,74,17,1,30
74,92,22,1,4
74,93,22,1,3
74,96,23,1,1
74,97,23,1,1
74,99,23,1,10
74,105,25,1,1
74,21,5,2,40
74,24,6,2,2
74,28,7,2,1
74,30,7,2,1
74,31,8,2,3
74,32,8,2,20
74,33,8,2,40
74,35,8,2,16
74,44,11,2,2
74,45,11,2,1
74,46,11,2,1
74,47,11,2,3
74,48,11,2,8
74,49,12,2,2
74,50,12,2,25
74,51,12,2,2
74,53,13,2,1
74,58,14,2,3
74,61,14,2,50
74,65,15,2,7
74,68,16,2,41
74,69,16,2,1
74,70,17,2,1
74,72,17,2,1
74,96,23,2,2
74,97,23,2,10
74,98,23,2,1
74,104,24,2,1
74,18,5,3,2151
74,19,5,3,304
74,21,5,3,201
74,22,5,3,1
74,24,6,3,1
74,25,6,3,26
74,28,7,3,10
74,29,7,3,11
74,30,7,3,1
74,33,8,3,3
74,34,8,3,10
74,35,8,3,24
74,44,11,3,3
74,46,11,3,4
74,47,11,3,12
74,48,11,3,4
74,49,12,3,179
74,50,12,3,1
74,51,12,3,52
74,52,12,3,2
74,53,13,3,115
74,57,14,3,58
74,59,14,3,1
74,61,14,3,2
74,63,15,3,58
74,67,16,3,77
74,68,16,3,20
